ticker,name,current_price,per,forward_per,pbr,eps,forward_eps,bps,dividend_yield,industry_per,target_price,opinion,high_52w,low_52w,recent_high,recent_low,ma_200,trend,momentum_12m,drop_52w,volatility_60d,smart_guide,momentum_diag,risk_grade,updated_at
108490,로보티즈,242000.0,641.91,,11.15,377.0,,21707.0,,,,,464000.0,86400.0,306000.0,167900.0,263184.0,▼ 하락추세,2.1024,-0.4784,1.1523,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
112610,씨에스윈드,49400.0,60.02,9.099206,1.78,823.0,,27826.0,,,69142.86,매수,79400.0,34500.0,51400.0,35950.0,48272.0,▲ 수급유입,0.0389,-0.3778,0.969,▲ 분할매수,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
117460,KODEX 에너지화학,13850.0,,,,,,,,,,,19370.0,10825.0,14480.0,11565.0,14589.0,▼ 하락추세,0.1474,-0.285,0.5743,▼ 하락관망,▲ 시장동행,▼ 비중조절,2026-08-30 09:01:30
117700,KODEX 건설,7155.0,,,,,,,,,,,10085.0,3695.0,7425.0,5300.0,6234.0,▲ 수급유입,0.7511,-0.2905,0.7907,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
121600,나노신소재,50200.0,374.63,,2.42,134.0,,20762.0,,,,,95300.0,33200.0,52200.0,37050.0,59625.0,▼ 하락추세,-0.0772,-0.4732,0.8779,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
126340,비나텍,63600.0,-69.93,,5.37,-888.0,,11841.0,,,,,204500.0,38050.0,81900.0,49700.0,98878.0,▼ 하락추세,1.2493,-0.689,1.482,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
126720,수산인더스트리,21800.0,6.37,,0.56,3423.0,,39100.0,,,,none,36400.0,19430.0,24150.0,20550.0,24654.0,▼ 하락추세,-0.0522,-0.4011,0.5016,▼ 바닥확인,━ 방향탐색,▼ 비중조절,2026-08-30 09:01:30
128940,한미약품,509000.0,38.46,28.698196,5.16,13235.0,,98560.0,,,641666.7,매수,647000.0,288000.0,564000.0,312000.0,462785.0,▲ 수급유입,0.8409,-0.2133,1.0652,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
130660,한전산업,12800.0,102.4,,4.04,125.0,,3167.0,,,,none,27800.0,8810.0,15300.0,9460.0,14566.0,▼ 하락추세,0.0199,-0.5396,0.7658,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
131970,두산테스나,81700.0,42.93,,3.59,1903.0,,22749.0,,,,,196900.0,33700.0,87400.0,57900.0,86120.0,▼ 하락추세,1.3112,-0.5851,1.2563,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
137400,피엔티,29950.0,10.36,,1.09,2890.0,,27402.0,,,,,62000.0,23000.0,33800.0,26400.0,42632.0,▼ 하락추세,-0.1281,-0.5169,0.795,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
138930,BNK금융지주,15120.0,5.88,5.0567408,0.43,2570.0,,34780.0,,,21746.666,매수,23050.0,13650.0,15390.0,14010.0,17027.0,▼ 하락추세,0.0478,-0.344,0.4766,▼ 하락관망,━ 방향탐색,▼ 비중조절,2026-08-30 09:01:30
139130,iM금융지주,18120.0,6.72,5.3501816,0.47,2696.0,,38725.0,,,22293.334,매수,22000.0,13050.0,18250.0,16355.0,16798.0,▲ 수급유입,0.3532,-0.1764,0.4335,▲ 상승유지,▲ 실적지속,▼ 비중조절,2026-08-30 09:01:30
139240,TIGER 200 철강소재,11675.0,,,,,,,,,,,16980.0,8515.0,11705.0,9130.0,12708.0,▼ 하락추세,-0.1045,-0.3124,0.5812,▼ 하락관망,▼ 자금이탈,▼ 비중조절,2026-08-30 09:01:30
139260,TIGER 200 IT,134945.0,,,,,,,,,,,214365.0,31600.0,149545.0,116900.0,104078.0,━ 박스권세,3.2381,-0.3705,1.1438,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
140700,KODEX 보험,21685.0,,,,,,,,,,,22300.0,11680.0,21685.0,17710.0,16004.0,▲ 수급유입,0.9464,-0.0276,0.4797,▲ 추세탑승,▲ 주도대장,▼ 비중조절,2026-08-30 09:01:30
157500,TIGER 증권,12620.0,,,,,,,,,,,23620.0,8465.0,13935.0,11875.0,14582.0,▼ 하락추세,0.4574,-0.4657,0.7066,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
161510,PLUS 고배당주,25505.0,,,,,,,,,,,30380.0,18990.0,25772.0,23551.0,24215.0,▲ 수급유입,0.374,-0.1605,0.3157,▲ 상승유지,▲ 실적지속,━ 정상비중,2026-08-30 09:01:30
161580,필옵틱스,27700.0,-35.87,,5.57,-736.0,,4970.0,,,,,64900.0,19380.0,30750.0,21750.0,41572.0,▼ 하락추세,-0.1707,-0.5732,0.9718,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
166090,하나머티리얼즈,52600.0,27.11,,2.19,1940.0,,24038.0,,,,,87900.0,24800.0,66000.0,48100.0,57723.0,▼ 하락추세,1.0547,-0.4016,1.0683,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
175330,JB금융지주,29050.0,7.88,6.681134,0.92,3688.0,,31745.0,,,36516.668,매수,38500.0,21700.0,29600.0,25700.0,26972.0,▲ 수급유입,0.2882,-0.2455,0.5824,▲ 분할매수,▲ 실적지속,▼ 비중조절,2026-08-30 09:01:30
178320,서진시스템,38950.0,-20.14,,2.97,-1800.0,,13127.0,,,,,83300.0,18750.0,41700.0,30100.0,42644.0,▼ 하락추세,0.7427,-0.5324,1.1993,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
183300,코미코,25400.0,26.16,,4.74,971.0,,5361.0,,,,,191600.0,23350.0,28300.0,21800.0,25722.0,▼ 하락추세,0.7554,-0.8674,1.2805,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
204320,HL만도,50300.0,23.62,9.56749,0.87,2130.0,,57793.0,,,69730.766,매수,79100.0,32150.0,58000.0,40850.0,53620.0,▼ 하락추세,0.409,-0.3641,1.0188,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
213420,덕산네오룩스,32200.0,15.03,,1.75,2142.0,,18395.0,,,,,57300.0,24500.0,37550.0,27750.0,39642.0,▼ 하락추세,-0.2088,-0.438,0.7626,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
218410,RFHIC,46800.0,43.25,,3.5,1082.0,,13376.0,,,,,126900.0,24300.0,58000.0,37700.0,59564.0,▼ 하락추세,0.5758,-0.6312,1.0814,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
222080,SFA넥셀,7960.0,21.46,,1.21,371.0,,6562.0,,,,,19880.0,5690.0,8470.0,6080.0,10174.0,▼ 하락추세,0.0474,-0.5996,0.7719,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
222800,심텍,122800.0,-20.12,,7.96,-4955.0,,15419.0,,,,,164200.0,24000.0,135200.0,74700.0,78612.0,▲ 수급유입,4.3045,-0.2521,1.4856,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
226490,KODEX 코스피,69810.0,,,,,,,,,,,96395.0,32055.0,74045.0,57520.0,61387.0,━ 박스권세,1.1547,-0.2758,0.7893,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
228800,TIGER 여행레저,2710.0,,,,,,,,,,,3910.0,2335.0,2720.0,2435.0,3157.0,▼ 하락추세,-0.2388,-0.3069,0.3837,▼ 하락관망,▼ 자금이탈,▼ 비중조절,2026-08-30 09:01:30
229200,KODEX 코스닥150,14475.0,,,,,,,,,,,21725.0,10430.0,15220.0,11275.0,17025.0,▼ 하락추세,0.075,-0.3337,0.7697,▼ 하락관망,▲ 시장동행,▼ 소액접근,2026-08-30 09:01:30
229640,LS에코에너지,45900.0,33.41,23.893805,6.65,1374.0,,6898.0,,,65920.0,none,109800.0,32000.0,50100.0,36650.0,48655.0,▼ 하락추세,0.1969,-0.582,1.1295,▼ 바닥확인,▲ 시장동행,▼ 소액접근,2026-08-30 09:01:30
232140,와이씨,11350.0,48.3,,2.53,235.0,,4490.0,,,,,24150.0,6820.0,14760.0,7710.0,15756.0,▼ 하락추세,0.0116,-0.53,1.0976,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
240810,원익IPS,111100.0,64.89,,5.57,1712.0,,19936.0,,,,,187800.0,37150.0,124500.0,85700.0,105676.0,━ 박스권세,2.527,-0.4084,1.6859,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
244580,KODEX 바이오,8680.0,,,,,,,,,,,14330.0,6775.0,9565.0,7025.0,11296.0,▼ 하락추세,-0.093,-0.3943,0.692,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
247540,에코프로비엠,118200.0,293.3,,6.69,403.0,,17677.0,,,,,260000.0,88300.0,120200.0,90400.0,168914.0,▼ 하락추세,0.0305,-0.5454,0.945,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
264900,크라운제과,8110.0,,,,,,,,,,none,10160.0,7560.0,8650.0,7930.0,8503.0,▼ 하락추세,-0.1175,-0.2018,0.2804,▼ 하락관망,▼ 자금이탈,━ 정상비중,2026-08-30 09:01:30
267260,HD현대일렉트릭,814000.0,40.05,23.726782,14.44,20324.0,,56366.0,,,1194701.2,매수,1430000.0,484000.0,854000.0,635000.0,924825.0,▼ 하락추세,0.6646,-0.4308,0.9232,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
2760.T,도쿄일렉트론디바이스,4005.0,15.060354,11.707103,2.2101464,265.93,342.1,1812.097,0.0345,,,,4730.0,2745.0,4730.0,3820.0,3569.02,▲ 기관주도,0.4633,-0.1533,0.5225,▲ 상승유지,▲ 실적지속,▼ 비중조절,2026-08-30 09:03:10
277810,레인보우로보틱스,456000.0,6246.58,,66.1,73.0,,6899.0,,,,,979000.0,266500.0,521000.0,394500.0,565055.0,▼ 하락추세,0.7047,-0.5342,0.9956,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
281820,케이씨텍,66700.0,25.87,10.93353,2.48,2578.0,,26877.0,,,99500.0,none,124800.0,30850.0,76300.0,58200.0,57585.0,━ 박스권세,1.2534,-0.4655,1.4567,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
284430,KODEX 200미국채혼합50,20785.0,,,,,,,,,,,25670.0,14350.0,21790.0,18972.0,19989.0,━ 박스권세,0.4812,-0.1903,0.4505,━ 눌림지지,▲ 실적지속,▼ 비중조절,2026-08-30 09:01:30
285A.T,키오시아홀딩스,47900.0,47.393364,,10.917807,1010.69,,4387.328,,,111431.25,매수,112700.0,2541.0,63350.0,44170.0,37065.29,━ 눌림조정,18.137,-0.575,1.374,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
292190,KODEX KRX300,47405.0,,,,,,,,,,,66940.0,19775.0,50625.0,42550.0,41145.0,━ 박스권세,1.3689,-0.2918,0.878,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
297090,씨에스베어링,4070.0,9.88,,1.1,412.0,,3703.0,,,,,9600.0,3050.0,4290.0,3275.0,5919.0,▼ 하락추세,-0.3934,-0.576,0.993,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
298040,효성중공업,3153000.0,56.55,25.53928,12.48,55755.0,,252555.0,,,4243298.0,적극매수,4742000.0,1185000.0,3265000.0,2125000.0,2747285.0,▲ 수급유입,1.4518,-0.3351,1.091,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
299030,하나기술,14950.0,-18.0,,1.19,-726.0,,12570.0,,,,,35850.0,9250.0,15900.0,10710.0,24352.0,▼ 하락추세,-0.3486,-0.583,0.9306,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
305540,TIGER 2차전지테마,19145.0,,,,,,,,,,,28500.0,14015.0,19325.0,15115.0,20221.0,▼ 하락추세,0.2152,-0.3282,0.7204,▼ 하락관망,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
305720,KODEX 2차전지산업,15110.0,,,,,,,,,,,22860.0,11055.0,15340.0,11935.0,16330.0,▼ 하락추세,0.2045,-0.339,0.7388,▼ 하락관망,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
307950,현대오토에버,416000.0,62.52,42.919373,6.18,6654.0,,67357.0,,,521461.53,매수,1066000.0,147600.0,508000.0,335500.0,434340.0,▼ 하락추세,1.5679,-0.6098,0.9049,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
316140,우리금융지주,33900.0,8.03,6.8608327,0.69,4221.0,,49068.0,,,42210.527,적극매수,41500.0,23750.0,34850.0,31000.0,31152.0,▲ 수급유입,0.3753,-0.1831,0.4136,▲ 상승유지,▲ 실적지속,▼ 비중조절,2026-08-30 09:01:30
319660,피에스케이,128600.0,47.42,,6.91,2712.0,,18606.0,,,,,219500.0,21400.0,142000.0,115700.0,89026.0,━ 박스권세,5.2126,-0.4141,1.4763,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
322000,HD현대에너지솔루션,136000.0,36.55,12.328333,3.65,3721.0,,37302.0,,,212500.0,none,256000.0,42250.0,152800.0,104600.0,114614.0,▲ 수급유입,1.8012,-0.4688,1.3011,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
323280,태성,49450.0,-570.0,,11.78,-85.0,,4199.0,,,,,94000.0,23000.0,56400.0,26050.0,53468.0,▼ 하락추세,0.3717,-0.4739,1.3864,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
329180,HD현대중공업,457000.0,29.1,12.8022785,5.13,15702.0,,89025.0,,,822409.06,적극매수,765000.0,411500.0,542000.0,441000.0,563652.0,▼ 하락추세,-0.0161,-0.4026,0.6087,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
336260,두산퓨얼셀,45400.0,-22.8,-1097.2157,10.11,-1623.0,,4491.0,,,52428.57,none,108900.0,18230.0,47450.0,20450.0,45234.0,━ 박스권세,0.9197,-0.5831,1.5113,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
348210,넥스틴,32300.0,-140.64,,2.19,-235.0,,14724.0,,,,,100400.0,24800.0,38450.0,27100.0,63374.0,▼ 하락추세,-0.3113,-0.6783,0.9899,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
348340,뉴로메카,18980.0,-16.72,,26.25,-1168.0,,723.0,,,,,139000.0,18110.0,27500.0,15766.0,32895.0,▼ 하락추세,0.3221,-0.8635,0.9395,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
348370,엔켐,21250.0,-5.64,,0.99,-3152.0,,21543.0,,,,,105000.0,14020.0,27900.0,15540.0,48764.0,▼ 하락추세,-0.6659,-0.7976,1.4055,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
353200,대덕전자,107600.0,116.45,17.116194,6.18,924.0,,17419.0,,,176200.0,적극매수,198000.0,22500.0,125900.0,87500.0,89494.0,━ 박스권세,4.1855,-0.4566,1.2591,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
357780,솔브레인,346500.0,34.09,,2.51,10164.0,,137853.0,,,,,530000.0,200000.0,347000.0,242500.0,351890.0,▼ 하락추세,0.4903,-0.3462,1.0027,▼ 하락관망,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
360750,TIGER 미국S&P500,26280.0,,,,,,,,,,,29000.0,22195.0,27495.0,26150.0,25879.0,━ 박스권세,0.2059,-0.0938,0.1585,━ 눌림지지,▲ 실적지속,▲ 비중확대,2026-08-30 09:01:30
361610,SK아이이테크놀로지,16680.0,-4.98,-12.0483885,0.52,-2799.0,,31808.0,,,22400.0,중립(Hold),35100.0,11840.0,19960.0,12530.0,22440.0,▼ 하락추세,-0.4336,-0.5248,1.137,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
364970,TIGER 바이오TOP10,7620.0,,,,,,,,,,,9765.0,6070.0,8250.0,6530.0,8137.0,▼ 하락추세,-0.0598,-0.2197,0.5534,▼ 하락관망,━ 방향탐색,▼ 비중조절,2026-08-30 09:01:30
373220,LG에너지솔루션,370000.0,-74.92,47.38247,4.28,-4585.0,,86391.0,,,487466.66,매수,527000.0,290500.0,373500.0,309000.0,396585.0,▼ 하락추세,-0.0276,-0.2979,0.7534,▼ 하락관망,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
375500,DL이앤씨,73300.0,8.5,6.243805,0.58,8625.0,,126050.0,,,91071.43,none,106600.0,38450.0,76500.0,55000.0,61041.0,▲ 수급유입,0.573,-0.3124,0.8524,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
377990,TIGER Fn신재생에너지,26030.0,,,,,,,,,,,39530.0,13365.0,26520.0,18345.0,24369.0,▲ 수급유입,0.8024,-0.3415,0.9089,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
379800,TIGER 미국테크TOP10 INDXX,23890.0,,,,,,,,,,,26440.0,20375.0,24985.0,23770.0,23517.0,━ 박스권세,0.2068,-0.0964,0.1541,━ 눌림지지,▲ 실적지속,▲ 비중확대,2026-08-30 09:01:30
379810,KODEX 미국나스닥100,26835.0,,,,,,,,,,,31275.0,21595.0,28290.0,26415.0,26174.0,━ 박스권세,0.2579,-0.142,0.244,━ 눌림지지,▲ 실적지속,━ 정상비중,2026-08-30 09:01:30
381180,TIGER 미국필라델피아반도체나스닥,41925.0,,,,,,,,,,,58950.0,20375.0,46595.0,40660.0,37267.0,━ 박스권세,1.038,-0.2888,0.6022,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
382900,범한퓨얼셀,17980.0,98.79,,0.96,182.0,,18795.0,,,,,44200.0,11810.0,20550.0,12870.0,27290.0,▼ 하락추세,0.0268,-0.5932,1.1733,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
388050,지투파워,10000.0,33.67,,4.44,297.0,,2252.0,,,,,18460.0,5350.0,11450.0,5930.0,9663.0,▲ 수급유입,0.0753,-0.4583,1.1185,▲ 분할매수,▲ 시장동행,▼ 소액접근,2026-08-30 09:01:30
388720,유일로보틱스,67000.0,-79.79,,8.08,-846.0,,8297.0,,,,,155000.0,53800.0,77800.0,57900.0,89221.0,▼ 하락추세,-0.059,-0.5677,0.7936,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
389260,대명에너지,13690.0,16.96,,1.49,807.0,,9190.0,,,,,27600.0,10590.0,15790.0,11700.0,18130.0,▼ 하락추세,-0.4853,-0.504,1.0995,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
395160,KODEX AI반도체TOP2플러스,38705.0,,,,,,,,,,,64125.0,10360.0,43590.0,33500.0,31411.0,━ 박스권세,2.6583,-0.3964,1.1693,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
396500,TIGER 반도체TOP10,34900.0,,,,,,,,,,,56645.0,11285.0,38775.0,29960.0,33104.0,━ 박스권세,1.9639,-0.3839,1.1501,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
399720,가온칩스,44500.0,-36.32,,9.44,-1239.0,,4714.0,,,,,83200.0,34950.0,50600.0,41550.0,55900.0,▼ 하락추세,-0.1275,-0.4651,1.4215,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
402340,SK스퀘어,1028000.0,15.47,2.427782,4.91,66468.0,,209564.0,,,1824000.0,적극매수,2189000.0,138100.0,1265000.0,901000.0,783575.0,━ 박스권세,5.8442,-0.5304,1.3481,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
403870,HPSP,51100.0,,,,,,,,,,,92000.0,25150.0,53000.0,31450.0,42420.0,▲ 수급유입,1.0,-0.4446,1.4279,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
4062.T,이비덴,20175.0,93.45903,65.29972,9.893412,215.87,308.96,2039.236,0.1,,24850.0,매수,27480.0,3412.5,22515.0,15165.0,12575.1,▲ 기관주도,5.3903,-0.2658,1.2224,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
411060,ACE KRX금현물,28390.0,,,,,,,,,,,37890.0,21325.0,29390.0,25720.0,29846.0,▼ 하락추세,0.3629,-0.2507,0.262,▼ 하락관망,▲ 실적지속,━ 정상비중,2026-08-30 09:01:30
437730,삼현,32150.0,98.02,,7.71,328.0,,4168.0,,,,,76900.0,13650.0,42950.0,31500.0,47206.0,▼ 하락추세,1.6526,-0.5819,1.1752,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
439260,대한조선,49000.0,6.7,6.391693,1.73,7310.0,,28354.0,,,116875.0,none,109700.0,42100.0,57500.0,46800.0,70206.0,▼ 하락추세,-0.4697,-0.5533,0.6002,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
440110,파두,63300.0,-40.46,,161.89,-1530.0,,391.0,,,,,129400.0,13410.0,75300.0,54700.0,57413.0,━ 박스권세,4.2531,-0.5108,1.2603,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
442580,PLUS 글로벌HBM반도체,97410.0,,,,,,,,,,,153355.0,20115.0,110125.0,89610.0,76219.0,━ 박스권세,3.8123,-0.3648,1.048,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
443060,HD현대마린솔루션,221000.0,36.75,23.379534,12.01,6013.0,,18396.0,,,310666.66,적극매수,287000.0,158000.0,227000.0,178200.0,202018.0,▲ 수급유입,0.1481,-0.23,0.6241,▲ 분할매수,▲ 시장동행,▼ 소액접근,2026-08-30 09:01:30
448900,한국피아이엠,47500.0,-5855.56,,5.01,-9.0,,9488.0,,,,,178400.0,11300.0,74700.0,46000.0,75700.0,▼ 하락추세,2.803,-0.7337,1.3736,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
449450,PLUS K방산,55185.0,,,,,,,,,,,88030.0,42500.0,59520.0,46000.0,63177.0,▼ 하락추세,0.0376,-0.3731,0.7569,▼ 바닥확인,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
450080,에코프로머티,38450.0,-55.42,23.986277,3.64,-618.0,,10577.0,,,,none,88800.0,27100.0,40650.0,30050.0,57980.0,▼ 하락추세,-0.2718,-0.567,0.8945,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
454910,두산로보틱스,71600.0,-82.83,-233.1399,13.31,-856.0,,5378.0,,,103666.664,중립(Hold),170000.0,54200.0,82000.0,56300.0,89848.0,▼ 하락추세,0.1874,-0.5788,0.8224,▼ 바닥확인,▲ 시장동행,▼ 소액접근,2026-08-30 09:01:30
455850,SOL AI반도체소부장,24190.0,,,,,,,,,,,35185.0,11920.0,25370.0,18500.0,23789.0,━ 박스권세,0.9699,-0.3125,1.1097,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
457550,우진엔텍,14030.0,,,,,,,,,,,34900.0,10750.0,16280.0,12220.0,22186.0,▼ 하락추세,-0.4726,-0.598,0.8679,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:01:30
458730,ACE 미국빅테크TOP7 Plus,15140.0,,,,,,,,,,,15975.0,11960.0,15459.0,14995.0,14226.0,━ 박스권세,0.2991,-0.0523,0.117,━ 눌림지지,▲ 실적지속,▲ 비중확대,2026-08-30 09:01:30
459580,KODEX CD금리액티브(합성),1073300.0,,,,,,,,,,,1075965.0,1073225.0,1073300.0,1070950.0,1061090.0,▲ 수급유입,0.0301,-0.0025,0.0012,▲ 상승유지,━ 방향탐색,▲ 비중확대,2026-08-30 09:01:30
465580,ACE 미국빅테크TOP7 Plus,24165.0,,,,,,,,,,,27115.0,19530.0,25580.0,23380.0,23528.0,━ 박스권세,0.271,-0.1088,0.2527,━ 눌림지지,▲ 실적지속,━ 정상비중,2026-08-30 09:01:30
466100,클로봇,25600.0,-312.07,,10.6,-87.0,,2415.0,,,,,82300.0,18620.0,34750.0,21250.0,44444.0,▼ 하락추세,0.4173,-0.6889,1.0311,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:01:30
466920,SOL 조선TOP3플러스,28165.0,,,,,,,,,,,43020.0,24065.0,30770.0,26415.0,34504.0,▼ 하락추세,-0.0097,-0.3453,0.6471,▼ 하락관망,━ 방향탐색,▼ 소액접근,2026-08-30 09:01:30
473330,SOL 미국30년국채커버드콜(합성),7985.0,,,,,,,,,,,9760.0,7975.0,8357.0,7926.0,8737.0,▼ 하락추세,0.0301,-0.1819,0.1338,▼ 하락관망,━ 방향탐색,▲ 비중확대,2026-08-30 09:01:30
475150,SK이터닉스,55800.0,61.32,,6.89,910.0,,8095.0,,,,none,87700.0,17210.0,63700.0,42100.0,38423.0,▲ 수급유입,1.2055,-0.3637,1.7203,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
478150,TIME 글로벌우주테크&방산액티브,19645.0,,,,,,,,,,,25375.0,17945.0,21845.0,19550.0,21772.0,▼ 하락추세,0.0876,-0.2258,0.2728,▼ 하락관망,▲ 시장동행,━ 정상비중,2026-08-30 09:01:30
483320,ACE 엔비디아밸류체인액티브,24245.0,,,,,,,,,,,33225.0,10450.0,26750.0,22790.0,20883.0,━ 박스권세,1.3199,-0.2703,0.6388,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
483330,ACE 마이크로소프트밸류체인액티브,15045.0,,,,,,,,,,,17400.0,10450.0,15990.0,13885.0,13434.0,▲ 수급유입,0.1521,-0.1353,0.3134,▲ 상승유지,▲ 시장동행,━ 정상비중,2026-08-30 09:01:30
483340,ACE 구글밸류체인액티브,21600.0,,,,,,,,,,,30010.0,11830.0,24180.0,21060.0,20163.0,━ 박스권세,0.8443,-0.2802,0.5202,▲ 분할매수,▲ 주도대장,▼ 비중조절,2026-08-30 09:01:30
487230,KODEX 미국AI전력핵심인프라,19380.0,,,,,,,,,,,28795.0,15965.0,22275.0,18850.0,21154.0,▼ 하락추세,0.1246,-0.327,0.5643,▼ 하락관망,▲ 시장동행,▼ 비중조절,2026-08-30 09:01:30
487240,KODEX AI전력핵심설비,37810.0,,,,,,,,,,,64630.0,15645.0,39055.0,27505.0,34422.0,━ 박스권세,1.3077,-0.415,0.9746,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:01:30
489250,KODEX 미국배당다우존스,13040.0,,,,,,,,,,,13755.0,10250.0,13330.0,12980.0,12250.0,━ 박스권세,0.3005,-0.052,0.1224,━ 눌림지지,▲ 실적지속,▲ 비중확대,2026-08-30 09:01:30
6525.T,고쿠사이일렉트릭,8911.0,69.44357,46.59103,9.254019,128.32,191.26,962.933,0.74,,10547.692,매수,12220.0,2607.0,9559.0,7386.0,6838.01,━ 눌림조정,1.5903,-0.2708,1.0848,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
