ticker,name,current_price,per,forward_per,pbr,eps,forward_eps,bps,dividend_yield,industry_per,target_price,opinion,high_52w,low_52w,recent_high,recent_low,ma_200,trend,momentum_12m,drop_52w,volatility_60d,smart_guide,momentum_diag,risk_grade,updated_at
6656.T,인스펙,830.0,43.296818,15.719697,2.8442485,19.17,52.8,291.817,,,,none,1588.0,499.0,1033.0,764.0,768.17,━ 눌림조정,0.2278,-0.4773,0.9504,▲ 분할매수,▲ 실적지속,▼ 소액접근,2026-08-30 09:03:10
6857.T,어드밴테스트,35270.0,68.493416,148.36159,24.489994,514.94,237.73,1440.18,0.17,,41361.906,매수,38730.0,10450.0,38730.0,30080.0,25937.58,▲ 기관주도,2.3213,-0.0893,0.8628,▲ 추세탑승,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
6871.T,일본마이크로닉스,13020.0,26.881943,59.44934,5.5276747,484.34,219.01,2355.421,0.0547,,12400.0,적극매수,18180.0,4250.0,16200.0,12930.0,11549.46,━ 눌림조정,1.4382,-0.2838,0.9758,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
6920.T,레이져테크,34640.0,40.160458,31.716673,12.577808,862.54,1092.17,2754.057,0.0122,,49131.25,매수,58580.0,14880.0,46870.0,33260.0,37018.08,▼ 하락추세,0.7996,-0.4087,0.9351,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
6981.T,무라타 제작,7397.0,57.80261,31.175453,4.8805366,127.97,237.27,1515.612,0.95,,10485.294,적극매수,12895.0,2403.0,8540.0,6770.0,5539.09,━ 눌림조정,2.5039,-0.4264,1.0507,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
8035.T,도쿄일렉트론,56230.0,45.0449,43.922825,11.93011,1248.31,1280.2,4713.284,0.0133,,74209.09,매수,81260.0,19870.0,61650.0,52550.0,47445.73,━ 눌림조정,1.071,-0.308,0.7168,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
AAOI,어플라이드 옵토일렉트로닉스,106.23,,23.08344,5.3741083,-0.77,4.602,19.767,,,163.4,매수,233.6699981689453,18.5,160.99,88.13,99.06,━ 눌림조정,3.1351,-0.5454,1.4429,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
AAPL,애플,319.7,36.083523,33.516766,43.4375,8.86,9.53851,7.36,0.34,,324.45282,매수,344.57000732421875,225.9499969482422,320.28,300.57,281.9,▲ 기관주도,0.5658,-0.0722,0.3205,▲ 추세탑승,▲ 주도대장,━ 정상비중,2026-08-30 09:03:10
ACLS,액셀리스 테크놀로지스,115.57,40.98227,21.938116,3.3484962,2.82,5.268,34.514,,,161.0,중립(Hold),193.77999877929688,73.5999984741211,145.7,119.37,115.8,▼ 하락추세,0.6583,-0.4036,0.87,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
ADI,애널로그 디바이시스,361.78,44.444714,22.145123,5.22509,8.14,16.33678,69.239,0.0117,,470.25,적극매수,445.9100036621094,223.47000122070312,396.95,353.11,343.54,━ 눌림조정,0.5404,-0.1887,0.4301,━ 눌림지지,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
ADTTF,,215.009994506836,67.40125,,23.573952,3.19,,9.12066,0.17,,,,248.9900054931641,75.72000122070312,248.99,147.28,161.21,▲ 기관주도,2.8463,-0.1365,0.9706,▲ 추세탑승,▲ 주도대장,▼ 소액접근,2026-08-23 07:46:55
ALAB,아스테라 랩스,289.47,149.21133,45.275814,29.101238,1.94,6.39348,9.947,,,389.9527,매수,499.47601318359375,97.88999938964844,367.85,266.31,221.12,━ 눌림조정,2.2014,-0.4205,1.0853,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
AMAT,어플라이드 머티어리얼즈,461.67,41.66697,25.011526,14.297173,11.08,18.45829,32.291,0.44,,640.3143,적극매수,739.6699829101562,154.47000122070312,563.16,471.0,399.65,━ 눌림조정,1.543,-0.3758,0.859,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
AMD,Advanced Micro Devices,465.58,121.87958,30.133204,11.302954,3.82,15.45073,41.191,,,613.8449,적극매수,584.72998046875,149.22000122070312,530.13,451.0,334.44,━ 눌림조정,2.281,-0.2038,0.7759,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
AMKR,앰코 테크놀로지,47.88,23.24272,17.061308,2.5531914,2.06,2.80635,18.753,0.65,,76.4,매수,96.68000030517578,23.3700008392334,62.23,47.04,55.6,▼ 하락추세,1.3008,-0.5048,1.0147,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
AMZN,아마존닷컴,266.43,20.621517,25.641668,5.2081866,12.92,10.39051,51.156,,,327.004,적극매수,287.20001220703125,196.0,287.2,255.02,238.59,▲ 기관주도,0.2144,-0.0723,0.4455,▲ 상승유지,▲ 실적지속,▼ 비중조절,2026-08-30 09:03:10
ANET,아리스타 네트웍스,195.38,63.641697,37.86757,16.652178,3.07,5.15956,11.733,,,241.81519,적극매수,214.88999938964844,114.5199966430664,214.89,173.45,150.16,▲ 기관주도,0.9097,-0.0908,0.596,▲ 추세탑승,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
APH,암페놀,157.74,40.342712,24.352404,12.550923,3.91,6.47739,12.568,0.62,,192.11765,적극매수,178.52000427246094,105.4499969482422,176.33,151.5,144.72,━ 눌림조정,0.6083,-0.1164,0.4566,━ 눌림지지,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
ARM,Arm 홀딩스(ADR),239.05,262.6923,78.09948,29.581734,0.91,3.06084,8.081,,,286.44104,매수,452.7000122070313,100.0199966430664,299.29,219.39,198.91,━ 눌림조정,0.478,-0.4719,0.9095,▲ 분할매수,▲ 실적지속,▼ 소액접근,2026-08-30 09:03:10
ASML,ASML 홀딩(ADR),1696.16,58.488277,28.162144,1423.2374,29.0,60.22837,1.1917619,0.52,,2142.8894,적극매수,1999.9599609375,716.2000122070312,1896.35,1582.0,1457.06,━ 눌림조정,1.1359,-0.1519,0.5575,━ 눌림지지,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
ASMN.VI,,1495.0,58.88145,,1461.6794,25.39,,1.022796,0.52,,,none,1735.0,616.0,1625.0,1385.0,1264.56,━ 눌림조정,1.2221,-0.1383,0.514,━ 눌림지지,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
ASTS,AST 스페이스모바일,58.05,,-47.88656,9.186581,-2.03,-1.21224,6.319,,,78.48182,중립(Hold),133.86000061035156,36.08000183105469,75.08,55.74,81.51,▼ 하락추세,0.2422,-0.5663,1.0725,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:03:10
ASX,ASE 테크놀로지 홀딩(ADR),37.78,47.225,20.5248,6.802623,0.8,1.8407,5.55374,0.0107,,48.0,none,45.52000045776367,10.130000114440918,40.31,35.05,27.22,━ 눌림조정,2.8269,-0.17,0.7739,━ 눌림지지,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
AVGO,브로드컴,368.79,61.773872,18.905115,20.01031,5.97,19.50742,18.43,0.7,,525.97394,적극매수,495.0,287.1700134277344,432.73,350.06,368.47,━ 눌림조정,0.3477,-0.255,0.5425,▲ 분할매수,▲ 실적지속,▼ 비중조절,2026-08-30 09:03:10
BE,블룸 에너지,210.77,284.82434,42.838303,38.35669,0.74,4.92013,5.495,,,275.08463,매수,351.2799987792969,48.869998931884766,253.31,185.93,188.15,━ 눌림조정,7.8115,-0.4,1.2197,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
BIZD,VANECK BDC INCOME,13.36,12.8050785,,,,,,0.1229,,,,16.1200008392334,11.970000267028809,13.6,12.48,12.75,▲ 기관주도,-0.056,-0.1712,0.1956,▲ 상승유지,━ 방향탐색,▲ 비중확대,2026-08-30 09:03:10
BKSY,블랙스카이 테크놀로지,23.7,,-65.833336,4.5515656,-1.66,-0.36,5.207,,,38.42375,적극매수,52.880001068115234,12.40999984741211,32.39,22.01,26.9,▼ 하락추세,0.1516,-0.5518,0.9263,▼ 바닥확인,▲ 시장동행,▼ 소액접근,2026-08-30 09:03:10
BOTZ,GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE,35.75,34.639206,,,,,,0.49,,,,41.709999084472656,31.875,38.15,35.07,36.85,▼ 하락추세,0.1002,-0.1429,0.3128,▼ 하락관망,▲ 시장동행,━ 정상비중,2026-08-30 09:03:10
CBRS,세레브라스 시스템스,179.08,,140.60046,4.446652,-4.46,1.27368,40.273,,,291.63635,적극매수,386.3399963378906,160.80999755859375,265.63,177.07,218.39,▼ 하락추세,-0.4243,-0.5365,1.3131,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:03:10
CDNS,케이던스 디자인 시스템즈,340.39,68.90486,35.666725,13.669184,4.94,9.54363,24.902,,,403.12036,적극매수,416.6900024414063,262.75,349.11,311.43,327.17,━ 눌림조정,0.1046,-0.1831,0.3974,━ 눌림지지,▲ 시장동행,▼ 비중조절,2026-08-30 09:03:10
CIBR,FIRST TRUST NASDAQ CYBERSECURITY,98.56,32.051167,,,,,,0.43,,,,102.3499984741211,60.06999969482422,102.35,91.12,76.63,▲ 기관주도,0.3111,-0.037,0.3227,▲ 상승유지,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
CIEN,시에나,378.44,126.14667,39.138668,18.527367,3.0,9.66921,20.426,,,557.28564,매수,637.510009765625,90.0,462.69,355.0,372.61,━ 눌림조정,3.6531,-0.4064,0.8032,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
CLS,셀레스티카,298.7,33.005524,15.283174,13.853075,9.05,19.54437,21.562,,,477.2161,적극매수,474.0299987792969,183.66000366210932,378.99,284.55,328.73,▼ 하락추세,0.9134,-0.3699,0.8287,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
COHR,코히어런트,279.2,71.95876,20.015858,5.0125675,3.88,13.94894,55.7,,,416.09348,매수,440.0,85.94000244140625,391.37,248.47,272.71,━ 눌림조정,2.1297,-0.3655,1.0716,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
COWZ,PACER US CASH COWS 100,72.4,19.038267,,,,,,0.0185,,,,72.5199966430664,55.619998931884766,72.36,66.91,63.07,▲ 기관주도,0.341,-0.0017,0.152,▲ 상승유지,▲ 실적지속,▲ 비중확대,2026-08-30 09:03:10
CRDO,크리도 테크놀로지 그룹 홀딩,232.75,96.17768,25.473015,20.91383,2.42,9.13712,11.129,,,283.23447,적극매수,308.6700134277344,86.48500061035156,286.24,195.39,174.13,━ 눌림조정,1.5138,-0.246,1.0307,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
CRWD,크라우드스트라이크 홀딩스,218.4,5460.0,131.85379,47.98945,0.04,1.65638,4.551,,,210.535,매수,229.0800018310547,85.68000030517578,229.08,181.24,140.08,▲ 기관주도,0.7153,-0.0466,0.6726,▲ 추세탑승,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
CRWV,코어위브,84.23,,-43.225906,9.237772,-3.45,-1.9486,9.118,,,144.45714,매수,153.1999969482422,60.54999923706055,117.49,69.89,91.49,▼ 하락추세,-0.4834,-0.4502,1.072,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:03:10
CSCO,시스코 시스템즈,109.93,33.72086,19.638422,8.632794,3.26,5.5977,12.734,0.015,,137.73914,매수,130.3699951171875,66.12999725341797,124.71,109.23,93.18,━ 눌림조정,0.627,-0.1568,0.3766,━ 눌림지지,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
DELL,델 테크놀로지스,456.24,36.32484,20.37284,-210.92924,12.56,22.39452,-2.163,0.53,,510.26086,매수,514.0,110.22000122070312,514.0,390.11,242.5,▲ 기관주도,2.7842,-0.1124,0.724,▲ 추세탑승,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
EEM,ISHARES MSCI EMERGING MARKETS,67.14,17.42203,,1.2774216,,,52.559,0.0173,,,,71.56999969482422,49.34999847412109,67.94,63.34,61.05,▲ 기관주도,0.419,-0.0619,0.327,▲ 상승유지,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
ENTG,인테그리스,134.92,67.124374,26.89975,4.9570136,1.86,5.01566,27.218,0.28,,173.36365,매수,186.94000244140625,67.97000122070312,166.2,116.1,124.44,━ 눌림조정,0.6805,-0.2783,0.9303,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
EWY,ISHARES MSCI SOUTH KOREA CAPPED,180.2,17.574041,,2.0430608,,,88.201,0.0125,,,,220.88999938964844,71.38999938964844,190.11,151.3,144.6,▲ 기관주도,1.5668,-0.1842,0.7868,▲ 추세탑승,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
EWZ,ISHARES MSCI BRAZIL CAPPED,35.55,11.185341,,0.97178936,,,36.582,0.04,,,,42.02000045776367,28.65999984741211,36.81,33.44,35.43,▲ 기관주도,0.2876,-0.154,0.2202,▲ 상승유지,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
FLKR,FRANKLIN FTSE SOUTH KOREA,59.5,17.545765,,,,,,0.0267,,,,72.48999786376953,24.308000564575195,62.56,50.16,46.99,▲ 기관주도,1.542,-0.1792,0.7766,▲ 추세탑승,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
FLY,파이어플라이 에어로스페이스,21.26,,-12.196522,2.889372,-4.74,-1.74312,7.358,,,41.6,매수,62.16999816894531,16.0,28.2,19.44,27.5,▼ 하락추세,-0.6477,-0.658,1.0136,▼ 바닥확인,▼ 자금이탈,▼ 소액접근,2026-08-30 09:03:10
FN,패브리넷,414.36,33.1223,19.018051,6.050111,12.51,21.78772,68.488,,,734.1111,매수,748.8900146484375,313.0,603.09,411.23,536.95,▼ 하락추세,0.4061,-0.4467,0.8841,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:03:10
FORM,폼팩터,101.695,75.89179,29.26475,7.148531,1.34,3.475,14.226,,,138.625,매수,160.27000427246094,27.809999465942383,139.8,100.75,100.6,━ 눌림조정,1.9554,-0.3655,1.162,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
GDX,VANECK GOLD MINERS,99.65,17.332819,,,,,,0.85,,,,117.18000030517578,63.20000076293945,105.67,73.62,89.12,▲ 기관주도,0.928,-0.1496,0.5389,▲ 추세탑승,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
GFS,글로벌파운드리스,44.76,36.09677,17.039614,2.0783803,1.24,2.62682,21.536,0.0104,,76.7619,매수,92.5500030517578,31.59000015258789,55.58,45.11,52.91,▼ 하락추세,0.1734,-0.5164,0.6774,▼ 바닥확인,▲ 시장동행,▼ 소액접근,2026-08-30 09:03:10
GLD,,408.89,,,2.404995,,,170.017,,,,,509.7000122070313,320.239990234375,429.42,368.64,414.64,▼ 하락추세,0.3414,-0.1978,0.2666,▼ 하락관망,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
GLW,코닝,148.98,70.27359,34.48228,10.746592,2.12,4.32048,13.863,0.73,,191.4,적극매수,271.7799987792969,66.13999938964844,176.94,132.89,141.69,━ 눌림조정,1.8638,-0.4518,0.9599,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
GOOG,알파벳 C,342.88,16.949085,23.124334,6.7368755,20.23,14.82767,50.896,0.26,,422.336,적극매수,404.4700012207031,206.9600067138672,381.81,335.4,333.0,━ 눌림조정,0.9384,-0.1523,0.3686,━ 눌림지지,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
GOOGL,알파벳 A,346.59,17.090237,23.374542,6.8097687,20.28,14.82767,50.896,0.26,,428.06668,적극매수,408.6099853515625,206.1999969482422,384.48,338.52,334.04,━ 눌림조정,0.9723,-0.1518,0.3696,━ 눌림지지,▲ 주도대장,▼ 비중조절,2026-08-30 09:03:10
IBIDY,,30.75,87.85715,,9.545293,0.34,,3.221483,0.15,,,,43.04999923706055,5.8125,38.25,20.0,19.45,━ 눌림조정,4.8931,-0.2857,1.4061,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-23 07:46:55
IDGT,ISHARES NORTH AMERICAN TECH MULTIMEDIA NETWORKING,115.964,18.411226,,1.3363602,,,86.776,0.8,,,,133.0500030517578,81.26000213623047,124.14,112.26,104.47,━ 눌림조정,0.4109,-0.1284,0.2775,━ 눌림지지,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
IGV,ISHARES NORTH AMERICAN TECH SOFTWARE,109.5,37.23172,,0.27445054,,,398.979,0.02,,,,117.98999786376952,73.93000030517578,110.41,96.14,93.68,▲ 기관주도,0.0002,-0.072,0.3441,▲ 상승유지,━ 방향탐색,━ 정상비중,2026-08-30 09:03:10
INTC,인텔,89.47,,43.855053,5.154099,-2.03,2.04013,17.359,,,114.87805,중립(Hold),142.35000610351562,23.68000030517578,107.57,85.14,72.53,━ 눌림조정,2.9942,-0.3715,0.8437,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
IWM,ISHARES RUSSELL 2000,295.75,18.336716,,1.3523462,,,218.694,0.91,,,,305.17999267578125,228.8999938964844,305.18,292.4,270.29,━ 눌림조정,0.3848,-0.0309,0.1674,━ 눌림지지,▲ 실적지속,▲ 비중확대,2026-08-30 09:03:10
JETS,US GLOBAL JETS,29.18,13.836843,,,,,,0.74,,,,34.060001373291016,23.530000686645508,34.06,29.17,28.23,━ 눌림조정,0.2808,-0.1433,0.3375,━ 눌림지지,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
KLAC,KLA,175.54,50.297993,26.298758,36.134212,3.49,6.67484,4.858,0.5,,234.34615,매수,307.3699951171875,83.2239990234375,214.56,174.4,169.41,━ 눌림조정,0.9746,-0.4289,0.8542,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
KXIAY,,33.90999984741211,53.77778,,12.220669,0.61,,2.7723525,,,,,70.94999694824219,4.125,39.98,23.0,22.84,━ 눌림조정,5.1293,-0.5225,1.6499,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-23 07:46:55
LIT,GLOBAL X LITHIUM & BATTERY TECH,76.07,23.489372,,,,,,0.72,,,,91.9800033569336,46.27000045776367,77.36,68.27,73.52,▲ 기관주도,0.9949,-0.173,0.3411,▲ 추세탑승,▲ 주도대장,━ 정상비중,2026-08-30 09:03:10
LITE,루멘텀 홀딩스,895.0,,27.110394,17.07559,-86.99,33.01317,52.414,,,1148.303,매수,1085.6800537109375,125.0,999.67,671.0,666.17,▲ 기관주도,8.4151,-0.1756,1.0046,▲ 추세탑승,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
LRCX,램 리서치,301.9,55.293037,26.12238,30.289957,5.46,11.55714,9.967,0.33,,371.19354,적극매수,438.5,94.11000061035156,345.28,276.84,256.43,━ 눌림조정,2.1187,-0.3115,0.8705,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
LSRCY,,44.45000076293945,40.779816,,13.925533,1.09,,3.1919785,0.0102,,,,72.88999938964844,19.75,59.43,42.08,46.94,▼ 하락추세,0.9668,-0.3902,0.9164,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-23 07:46:55
LUNR,인튜이티브 머신스,15.37,,-99.161285,-8.967328,-0.89,-0.155,-1.714,,,29.25,적극매수,46.75,7.78000020980835,20.84,11.88,19.61,▼ 하락추세,0.414,-0.6712,0.9532,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:03:10
MCHP,마이크로칩 테크놀로지,72.93,110.49999,15.97538,6.138889,0.66,4.56515,11.88,0.0241,,108.64,매수,105.91000366210938,48.52000045776367,85.46,72.15,75.97,▼ 하락추세,0.0709,-0.3114,0.6346,▼ 하락관망,▲ 시장동행,▼ 소액접근,2026-08-30 09:03:10
META,메타 플랫폼스(페이스북),578.02,21.503721,16.533915,5.6381197,26.88,34.95966,102.52,0.37,,754.7214,적극매수,790.7999877929688,520.260009765625,612.43,537.27,622.26,▼ 하락추세,-0.2143,-0.2691,0.4779,▼ 하락관망,▼ 자금이탈,▼ 비중조절,2026-08-30 09:03:10
MJPNF,,89.80000305175781,29.442625,,6.0582905,3.04,,14.822664,0.0519,,,,102.6500015258789,41.75,97.17,79.05,46.77,▲ 기관주도,,-0.1252,0.5765,▲ 상승유지,━ 방향탐색,▼ 비중조절,2026-08-23 07:46:55
MKSI,MKS,255.76,43.12985,14.526948,5.7862945,5.93,17.6059,44.201,0.37,,411.30768,매수,447.6199951171875,97.5,329.04,264.29,258.79,▼ 하락추세,1.5903,-0.4286,0.8239,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
MOAT,VANECK MORNINGSTAR WIDE MOAT,114.99,25.051428,,,,,,0.013,,,,115.58000183105467,94.06999969482422,115.58,108.95,103.72,▲ 기관주도,0.2427,-0.0051,0.1492,▲ 상승유지,▲ 실적지속,▲ 비중확대,2026-08-30 09:03:10
MPWR,모놀리식 파워 시스템,1256.26,80.01656,36.104584,15.8480625,15.7,34.79503,79.269,0.61,,1842.6428,적극매수,1714.0899658203125,800.969970703125,1464.99,1255.56,1238.95,━ 눌림조정,0.7297,-0.2671,0.6733,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
MRAAF,,45.891998291015625,57.364998,,4.781228,0.8,,9.598371,0.96,,,none,79.2699966430664,14.479999542236328,54.62,38.1,34.64,━ 눌림조정,2.1217,-0.4211,1.1193,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-23 07:46:55
MRAAY,,22.350000381469727,55.875,,4.706085,0.4,,4.7491703,0.91,,,none,38.720001220703125,8.029999732971191,26.72,18.74,17.15,━ 눌림조정,2.1747,-0.4228,1.1255,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-23 07:46:55
MRVL,마벨 테크놀로지 그룹,216.62,79.93358,32.601692,10.41242,2.71,6.60644,20.804,0.1,,269.28217,적극매수,329.8800048828125,61.43999862670898,254.6,177.57,147.97,━ 눌림조정,1.807,-0.3433,1.0213,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
MSFT,마이크로소프트,513.53,28.169502,21.78441,8.621339,18.23,23.57328,59.565,0.72,,569.4537,적극매수,553.719970703125,349.20001220703125,512.76,474.11,429.34,▲ 기관주도,0.0426,-0.0726,0.448,▲ 상승유지,━ 방향탐색,▼ 비중조절,2026-08-30 09:03:10
MTSI,메이컴 테크놀로지 솔루션스 홀딩스,265.27,88.42333,31.290325,13.147799,3.0,8.4777,20.176,,,395.33334,매수,418.8999938964844,121.97000122070312,330.99,238.87,260.71,━ 눌림조정,0.8513,-0.3667,0.7646,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
MU,마이크론 테크놀로지,932.86,21.1437,6.017472,10.456314,44.12,155.02524,89.215,0.06,,1513.409,적극매수,1255.0,114.25,1036.13,770.1,584.88,━ 눌림조정,6.5881,-0.2567,1.0493,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
NBIS,네비우스 그룹,209.18,,-69.78482,5.545305,-0.06,-2.9975,37.722,,,286.6875,적극매수,299.8599853515625,63.2599983215332,280.83,176.25,151.33,━ 눌림조정,2.7806,-0.3024,1.4439,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
NFLX,넷플릭스,81.72,25.144615,21.387575,11.285734,3.25,3.82091,7.241,,,93.66,매수,126.70999908447266,65.08000183105469,82.46,72.18,87.84,▼ 하락추세,-0.3898,-0.3551,0.3641,▼ 바닥확인,▼ 자금이탈,▼ 비중조절,2026-08-30 09:03:10
NOK,노키아(ADR),10.21,72.92857,20.546568,2.3112793,0.14,0.49692,4.417467,0.0154,,15.02222,매수,17.450000762939453,4.230000019073486,11.13,8.77,9.51,━ 눌림조정,0.993,-0.4149,0.6982,▲ 분할매수,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
NVAX,노바백스,9.26,,-15.083644,-8.003458,-1.53,-0.61391,-1.157,,,14.00222,매수,11.970000267028809,6.199999809265137,9.58,7.26,8.47,▲ 기관주도,0.4698,-0.2264,0.5331,▲ 분할매수,▲ 실적지속,▼ 비중조절,2026-08-30 09:03:10
NVDA,엔비디아,217.55,28.81457,14.213399,26.95787,7.55,15.30598,8.07,0.44,,323.41898,적극매수,236.5399932861328,164.07000732421875,230.47,196.85,195.57,▲ 기관주도,0.3788,-0.0803,0.4269,▲ 상승유지,▲ 실적지속,▼ 비중조절,2026-08-30 09:03:10
NVTS,나비타스 세미컨덕터,11.49,,-91.176,3.742671,-1.23,-0.12602,3.07,,,14.075,none,34.16999816894531,5.440000057220459,14.95,10.32,12.82,▼ 하락추세,0.7542,-0.6637,1.1314,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
NXPI,NXP 세미컨덕터스,223.58,19.274137,12.355824,4.947883,11.6,18.09511,45.187,0.018,,311.10345,none,339.95001220703125,183.0,242.49,217.98,241.71,▼ 하락추세,0.0415,-0.3423,0.4945,▼ 하락관망,━ 방향탐색,▼ 비중조절,2026-08-30 09:03:10
ON,온 세미컨덕터,72.61,48.731544,16.034254,3.9157636,1.49,4.52843,18.543,,,107.68,매수,134.9199981689453,44.560001373291016,85.55,70.92,77.59,▼ 하락추세,0.3854,-0.4618,0.8286,▼ 바닥확인,▲ 실적지속,▼ 소액접근,2026-08-30 09:03:10
ONEQ,FIDELITY NASDAQ COMPOSITE TRACKING STOCK,104.06,28.326134,,1.1314682,,,91.969,0.54,,,,107.06999969482422,81.44999694824219,105.88,100.15,95.5,▲ 기관주도,0.3067,-0.0281,0.2206,▲ 상승유지,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
ORCL,오라클,150.85,25.874786,13.806353,11.568252,5.83,10.92613,13.04,0.0132,,244.11761,매수,345.7200012207031,114.5,159.26,130.21,170.17,▼ 하락추세,-0.3007,-0.5637,0.5987,▼ 바닥확인,▼ 자금이탈,▼ 비중조절,2026-08-30 09:03:10
PL,플래닛 랩스,19.98,,6000.0,16.048193,-1.09,0.00333,1.245,,,40.1,none,51.7599983215332,6.255000114440918,25.53,19.71,26.76,▼ 하락추세,2.2754,-0.614,0.904,▼ 바닥확인,▲ 주도대장,▼ 소액접근,2026-08-30 09:03:10
PLTR,팔란티어 테크,186.29,159.22223,80.49727,45.794003,1.17,2.31424,4.068,,,191.68,매수,207.5200042724609,106.37000274658205,186.86,123.66,151.41,▲ 기관주도,0.3666,-0.1023,0.8134,▲ 상승유지,▲ 실적지속,▼ 소액접근,2026-08-30 09:03:10
QCOM,퀄컴,164.19,18.829128,16.093983,6.2746973,8.72,10.20195,26.167,0.0223,,193.1,중립(Hold),259.9200134277344,121.98999786376952,168.87,142.89,167.08,▼ 하락추세,0.0527,-0.3683,0.5749,▼ 바닥확인,▲ 시장동행,▼ 비중조절,2026-08-30 09:03:10
QQQ,INVESCO QQQ TRUST,716.43,30.634703,,2.0024652,,,357.774,0.44,,,,748.6500244140625,555.5999755859375,734.58,685.82,653.72,▲ 기관주도,0.305,-0.043,0.2621,▲ 상승유지,▲ 실적지속,━ 정상비중,2026-08-30 09:03:10
QRVO,코보,94.73,22.341984,11.981448,2.407003,4.24,7.90639,39.356,,,90.76923,중립(Hold),109.48999786376952,74.91999816894531,99.15,88.36,87.45,▲ 기관주도,0.1157,-0.1348,0.3622,▲ 상승유지,▲ 시장동행,▼ 비중조절,2026-08-30 09:03:10
